id,vejnavn,geometry,aadt_cykler
trafiktaelling.705,Øster Farimagsgade,POINT (12.57004466 55.68620644),
trafiktaelling.706,Øster Farimagsgade,POINT (12.57570906 55.69071261),
trafiktaelling.707,Åboulevard,POINT (12.55593426 55.68363588),
trafiktaelling.708,Damhusengen,POINT (12.46946736 55.68579635),
trafiktaelling.709,Enghaveparken,POINT (12.54323816 55.66687045),
trafiktaelling.710,Emdrupvej,POINT (12.54357223 55.72240572),2000.0
trafiktaelling.711,Stranden ved Svanemøllebugten/Strandparken,POINT (12.58366281 55.72009423),
trafiktaelling.712,Stranden ved Svanemøllebugten/Strandparken,POINT (12.58366281 55.72009423),
trafiktaelling.713,Stranden ved Svanemøllebugten/Strandparken,POINT (12.58366281 55.72009423),1600.0
trafiktaelling.714,Teglholmsgade ,POINT (12.54444835 55.65307746),3100.0
trafiktaelling.715,Faksegade,POINT (12.58002353 55.70068617),
trafiktaelling.716,Fisketorvet - Rundkørslen,POINT (12.56165803 55.66297847),5700.0
trafiktaelling.717,Fisketorvet - Rundkørslen,POINT (12.56212699 55.6629498),5500.0
trafiktaelling.718,Grenågade,POINT (12.58328373 55.70269969),300.0
trafiktaelling.719,Nordre Frihavnsgade,POINT (12.58280376 55.70219018),
trafiktaelling.720,Nordre Frihavnsgade,POINT (12.58959152 55.70350843),
trafiktaelling.721,Nordre Frihavnsgade,POINT (12.58262284 55.70220372),4500.0
trafiktaelling.722,Nordre Frihavnsgade,POINT (12.58673422 55.70331034),3600.0
trafiktaelling.723,Nordre Frihavnsgade,POINT (12.58956831 55.70359463),2700.0
trafiktaelling.724,Randersgade - Nord for Ndr. Frihavnsgade,POINT (12.58166675 55.70230675),3500.0
trafiktaelling.725,Rigsdagsgården,POINT (12.58074576 55.67544501),3500.0
trafiktaelling.726,Vesterbrogade,POINT (12.54339994 55.67101689),8200.0
trafiktaelling.727,Hjørringggade,POINT (12.58896677 55.70617894),600.0
trafiktaelling.728,Middelfartgade,POINT (12.58741713 55.70966892),300.0
trafiktaelling.729,Ringkøbinggade,POINT (12.58777164 55.70907494),100.0
trafiktaelling.730,Stockholmgade,POINT (12.58103915 55.69159625),1400.0
trafiktaelling.731,Stormgade,POINT (12.57263508 55.67405823),9000.0
trafiktaelling.732,Tietgensgade,POINT (12.57154859 55.67309893),9300.0
trafiktaelling.733,Lergravsvej,POINT (12.62069072 55.66333476),1800.0
trafiktaelling.734,Lergravsvej,POINT (12.62583369 55.66422605),1000.0
trafiktaelling.735,Meinungsgade,POINT (12.55439088 55.6924009),1000.0
trafiktaelling.736,Cirkelbroen,POINT (12.58366565 55.67239507),3100.0
trafiktaelling.737,Baggesensgade,POINT (12.5585187 55.6874185),900.0
trafiktaelling.738,Griffenfeldsgade,POINT (12.55565302 55.68956316),3600.0
trafiktaelling.739,Guldbergsgade,POINT (12.55628329 55.69260181),5000.0
trafiktaelling.740,Peblinge Dossering,POINT (12.56210951 55.68693687),5100.0
trafiktaelling.741,Prinsesse Charlottes Gade,POINT (12.55374629 55.69235154),800.0
trafiktaelling.742,Slotsgade,POINT (12.55793538 55.6886656),400.0
trafiktaelling.743,X_Korsgade_Blågårdsgade,POINT (12.55709886 55.68548872),
trafiktaelling.744,Nørrebrogade-Kapelvej_Peter Fabers Gade,POINT (12.55455113 55.69055167),
trafiktaelling.745,Guldbergsgade-Ahorngade-Birkegade,POINT (12.55862502 55.69138741),
trafiktaelling.746,Nørre Farimagsgade,POINT (12.56478368 55.68072616),
trafiktaelling.747,Hørsholmgade - Jagtvej,POINT (12.54422995 55.69030817),
trafiktaelling.748,Kronborggade - Jagtvej,POINT (12.54521264 55.69116488),
trafiktaelling.749,Jægersborggade - Jagtvej,POINT (12.5456784 55.69156042),
trafiktaelling.750,Bjelkes Allé - Jagtvej,POINT (12.54615289 55.69197407),
trafiktaelling.751,Husumgade - Jagtvej,POINT (12.54671504 55.69248106),
trafiktaelling.752,Julius Bloms Gade - Jagtvej,POINT (12.54733844 55.69302381),
trafiktaelling.753,Bispeengbuen - Borups Allé frakørsel,POINT (12.52703167 55.69631536),
trafiktaelling.754,Bispeengbuen - Ågade - Borups Plads,POINT (12.53777245 55.69052549),
trafiktaelling.755,Borups Allé - Hulgårdsvej,POINT (12.51951451 55.702001),
trafiktaelling.756,Borups Allé - Bispeengbuen - Hillerødgade,POINT (12.52583063 55.69674302),
trafiktaelling.757,Hareskovvej - Pilesvinget,POINT (12.50464328 55.71270914),
trafiktaelling.758,Jagtvej - Lersø Parkallé,POINT (12.55884973 55.70318536),
trafiktaelling.759,Jagtvej - Serridslevsvej - Vennemindevej,POINT (12.57034994 55.70777215),
trafiktaelling.760,Jagtvej - Tagensvej,POINT (12.5543383 55.69914146),
trafiktaelling.761,Kronprinsesse Sofies Vej - Bispeengbuen,POINT (12.53684352 55.6910903),
trafiktaelling.762,Åboulevard - H.C. Ørstedsvej - Griffenfeldsgade,POINT (12.55176537 55.68503767),
trafiktaelling.763,Åboulevard - Blågårdsgade,POINT (12.555163 55.68418608),
trafiktaelling.764,Åboulevard - Julius Thomsens Gade,POINT (12.55549934 55.68377841),
trafiktaelling.765,Åboulevard - Rantzausgade - Worsaaesvej,POINT (12.55346791 55.68497472),
trafiktaelling.766,Ågade - Åboulevard - Bülowsvej,POINT (12.54724289 55.68531167),
trafiktaelling.767,Mimersgade - Jagtvej,POINT (12.55260362 55.69765842),
trafiktaelling.768,Borups Allé,POINT (12.51633573 55.70557628),
trafiktaelling.769,Borups Allé,POINT (12.51717069 55.705698),
trafiktaelling.770,Hareskovvej,POINT (12.51437683 55.70756306),
trafiktaelling.771,Hareskovvej,POINT (12.50969443 55.70889264),
trafiktaelling.772,Mellemvangen,POINT (12.51002753 55.70977126),
trafiktaelling.773,Mellemvangen,POINT (12.50798237 55.70893988),
trafiktaelling.774,Mågevej,POINT (12.52375817 55.69866366),
trafiktaelling.775,Mågevej SYD,POINT (12.52335767 55.69831395),
trafiktaelling.776,Stengade-Baggesensgade,POINT (12.55622468 55.68826675),
trafiktaelling.777,Wesselsgade-Baggesensgade,POINT (12.56099907 55.68658823),
trafiktaelling.778,Griffenfeldsgade,POINT (12.55238807 55.68578442),9000.0
trafiktaelling.779,Stengade,POINT (12.55536315 55.68742896),5100.0
trafiktaelling.780,Hammershøis Kaj (ved Cirkelbroen),POINT (12.58413737 55.67250169),
trafiktaelling.781,Staldgade,POINT (12.56284932 55.66805174),
trafiktaelling.782,Herninggade,POINT (12.5881143 55.70838789),200.0
trafiktaelling.783,Holstebrogade,POINT (12.58690692 55.70931725),100.0
trafiktaelling.784,Middelfartgade,POINT (12.58543864 55.70909379),300.0
trafiktaelling.785,Vardegade,POINT (12.58676481 55.70769753),100.0
trafiktaelling.786,Vardegade,POINT (12.58608291 55.7090713),100.0
trafiktaelling.787,Hans Knudsens Plads,POINT (12.55968729 55.71308092),
trafiktaelling.788,Vordingborggade_Kalkbrænderihavnsgade,POINT (12.58982124 55.70911223),
trafiktaelling.789,Lyngbyvej-Sejrøgade - Haraldsgade,POINT (12.56100412 55.70994743),
trafiktaelling.790,Nørre Allé-Øster Allé,POINT (12.56279004 55.70552847),
trafiktaelling.791,Strandvejen-Strandøre,POINT (12.5773461 55.72166786),
trafiktaelling.792,Carl Jacobsens Vej,POINT (12.51905681 55.65324338),
trafiktaelling.793,Carl Jacobsens Vej,POINT (12.52057842 55.65300484),
trafiktaelling.794,Hedegaardsvej,POINT (12.64184825 55.64617266),200.0
trafiktaelling.795,Oehlenschlægergade,POINT (12.54995853 55.66881595),2300.0
trafiktaelling.796,Saxopgade,POINT (12.55113666 55.6688663),1100.0
trafiktaelling.797,Valdemarsgade,POINT (12.54913654 55.66769444),2700.0
trafiktaelling.798,Oehlenschlægergade,POINT (12.55003164 55.66797425),3000.0
trafiktaelling.799,Eskildsgade,POINT (12.5558857 55.67037315),1300.0
trafiktaelling.800,Viktoriagade,POINT (12.55848744 55.67117086),1000.0
trafiktaelling.801,Abel Cathrines Gade,POINT (12.55955758 55.67138884),1000.0
trafiktaelling.802,Colbjørnsensgade,POINT (12.56200311 55.67240477),700.0
trafiktaelling.803,Valdemarsgade,POINT (12.54835226 55.67199222),1700.0
trafiktaelling.804,Lyngbyvej,POINT (12.55699997 55.7190154),5400.0
trafiktaelling.805,Carlsbergruten,POINT (12.53076609 55.66381517),2500.0
trafiktaelling.806,Inderhavnsbroen,POINT (12.59469602 55.67849903),18300.0
trafiktaelling.807,Trangravsbroen (nord),POINT (12.59932411 55.67785143),9700.0
trafiktaelling.808,Trangravsbroen (sydøst),POINT (12.59902386 55.67754579),2000.0
trafiktaelling.809,Papirbroen,POINT (12.59908693 55.67809939),3000.0
trafiktaelling.810,Mellem Proviantbroen og Trangravsbroen,POINT (12.60019485 55.67875085),6500.0
trafiktaelling.811,Proviantbroen,POINT (12.60075352 55.67943679),4300.0
trafiktaelling.812,Tagensvej,POINT (12.5547994 55.69884782),11700.0
trafiktaelling.813,Tagensvej,POINT (12.54840671 55.70294461),8800.0
trafiktaelling.814,Tagensvej,POINT (12.54765856 55.70336338),8200.0
trafiktaelling.815,Tagensvej,POINT (12.54004534 55.70799892),9500.0
trafiktaelling.816,Tagensvej,,9500.0
trafiktaelling.817,Tagensvej,POINT (12.53941386 55.70864451),6300.0
trafiktaelling.818,Lønstrupvej,POINT (12.47978473 55.68567648),900.0
trafiktaelling.819,Lønstrupvej,POINT (12.48157006 55.6860142),400.0
trafiktaelling.820,Tagensvej,POINT (12.53461311 55.71397771),3400.0
trafiktaelling.821,Jernbane Allé,POINT (12.49264559 55.68485527),4300.0
trafiktaelling.822,Enghavevej - Tranehavevej,POINT (12.53804122 55.65553227),
trafiktaelling.823,Enghavevej - P. Knudsens Gade,POINT (12.53883828 55.65338108),
trafiktaelling.824,P. Knudsens Gade - Sjælør Boulevard,POINT (12.52806378 55.65024422),
trafiktaelling.825,Teglholmsgade-Vasbygade,POINT (12.54240335 55.65404364),
trafiktaelling.826,Amager Boulevard - Amager Fælledvej,POINT (12.59506766 55.66650935),
trafiktaelling.827,Amager Fælledvej - Njalsgade - Sundholmsvej,POINT (12.59399142 55.66301333),
trafiktaelling.828,Amager Fælledvej - Røde Mellemvej,POINT (12.59418898 55.65497553),
trafiktaelling.829,Børsgade - Børsbroen,POINT (12.58472833 55.67563706),
trafiktaelling.830,Frederiksborgvej - Emdrupvej,POINT (12.52917531 55.72310785),
trafiktaelling.831,Gammel Køge Landevej - Vigerslevvej,POINT (12.50158765 55.64282666),
trafiktaelling.832,Holmens Kanal - Bremerholm,POINT (12.58445361 55.67718783),
trafiktaelling.833,Holmens Kanal - Niels Juels Gade,POINT (12.58628049 55.67768004),
trafiktaelling.834,Roskildevej - Ålholm Plads,POINT (12.48866352 55.6725377),
trafiktaelling.835,Røde Mellemvej - Vejlands Allé,POINT (12.59142688 55.64248083),
trafiktaelling.836,Tagensvej - Frederiksborgvej,POINT (12.53113231 55.71623444),
trafiktaelling.837,Tagensvej - Lygten,POINT (12.53973848 55.70827126),
trafiktaelling.838,Tagensvej - Nørre Allé,POINT (12.56148809 55.69635389),
trafiktaelling.839,Tagensvej - Tuborgvej,POINT (12.53511096 55.71346834),
trafiktaelling.840,Toftegårds Allé - Lyshøjgårdsvej,POINT (12.5162735 55.66346099),
trafiktaelling.841,Toftegårds Allé - Gammel Køge Landevej,POINT (12.51675453 55.66166159),
trafiktaelling.842,Torvegade - Prinsessegade,POINT (12.59294964 55.67159598),
trafiktaelling.843,Vigerslevvej - Vigerslev Allé,POINT (12.48635247 55.65514948),
trafiktaelling.844,Ålholmvej - Grøndals Parkvej,POINT (12.48683906 55.67712557),
trafiktaelling.845,Ålholmvej - Valby Langgade,POINT (12.49046477 55.67024165),
trafiktaelling.846,Aldersogade-Lersø Parkallé,POINT (12.55725876 55.70643404),
trafiktaelling.847,Blegdamsvej-Nørre Allé,POINT (12.56111905 55.69087156),
trafiktaelling.848,Blegdamsvej-Tagensvej-Fredensgade,POINT (12.56630807 55.69363916),
trafiktaelling.849,Hedegaardsvej-Amager Strandvej,POINT (12.64325227 55.64635802),
trafiktaelling.850,Kalkbrænderihavnsgade-Corkgade,POINT (12.59133243 55.70644057),
trafiktaelling.851,Kalkbrænderihavnsgade-Dampfærgevej,POINT (12.59250421 55.7009927),
trafiktaelling.852,Kalkbrænderihavnsgade-Marmorvej,POINT (12.59233187 55.70320643),
trafiktaelling.853,Kalkbrænderihavnsgade-Sundkrogsgade,POINT (12.59004869 55.70906742),
trafiktaelling.854,Havnegade,POINT (12.59279047 55.67884076),
trafiktaelling.855,Kalkbrænderihavnsgade-Århusgade,POINT (12.59096064 55.70728543),
trafiktaelling.856,Kvæsthusgade,POINT (12.59341202 55.67960302),400.0
trafiktaelling.857,Lygten,POINT (12.5392973 55.70803159),4300.0
trafiktaelling.858,Nyhavnsbroen,POINT (12.59127242 55.6795831),
trafiktaelling.859,Nyhavnsbroen,POINT (12.59127242 55.6795831),
trafiktaelling.860,Passagen ved Matthæuskirken,POINT (12.54756104 55.66946478),100.0
trafiktaelling.861,Poppelgade-Ahorngade,POINT (12.55945377 55.69192087),
trafiktaelling.862,Ryesgade,POINT (12.57052304 55.69441229),1200.0
trafiktaelling.863,Sankt Hans Torv_Guldbergsgade,POINT (12.56078923 55.69047725),
trafiktaelling.864,Strandlodsvej-Lergravsvej,POINT (12.62288108 55.66376259),
trafiktaelling.865,Teglgårdsstræde,POINT (12.56837634 55.67945004),1000.0
trafiktaelling.866,Toldbodgade,POINT (12.59295289 55.6815703),4600.0
trafiktaelling.867,Torvegade,POINT (12.59424205 55.67092082),700.0
trafiktaelling.868,Ved Langebro,POINT (12.58083401 55.66955125),2200.0
trafiktaelling.869,Ørestads Boulevard-Grønjordsvej,POINT (12.5888956 55.65492682),
trafiktaelling.870,Farimagsgade-Gothersgade,POINT (12.5692301 55.68572427),
trafiktaelling.871,Nørre Voldgade-Gothersgade,POINT (12.57353116 55.68458984),
trafiktaelling.872,Nørre Voldgade-HCAB,POINT (12.56496244 55.67851742),
trafiktaelling.873,Nørre Voldgade-Vendersgade,POINT (12.57071123 55.6827512),
trafiktaelling.874,Nørre Voldgade-Vester Voldgade,POINT (12.5660314 55.67901818),
trafiktaelling.875,Søgaderne-Frederiksborggade,POINT (12.56528337 55.68613676),
trafiktaelling.876,Søgaderne-Gothersgade,POINT (12.56583763 55.68660379),
trafiktaelling.877,Søgaderne-HCAB,POINT (12.56039541 55.68106277),
trafiktaelling.878,Søgaderne-Sølvgade,POINT (12.57147523 55.69076437),
trafiktaelling.879,Søgaderne-Webersgade,POINT (12.57201089 55.69106472),
trafiktaelling.880,Øster Farimagsgade-Sølvgade,POINT (12.57438476 55.68940902),
trafiktaelling.881,Øster Voldgade-Sølvgade,POINT (12.57838507 55.68751554),
trafiktaelling.882,Skelbækgade,POINT (12.55727341 55.66653717),0.0
trafiktaelling.883,Vendersgade,POINT (12.57015973 55.68304582),
trafiktaelling.884,Vasbygade,POINT (12.54633312 55.65613988),4300.0
trafiktaelling.885,Banegårdspladsen,POINT (12.56323791 55.67356176),1400.0
trafiktaelling.886,Amager Boulevard-Klaksvigsgade-Ved Langebro,POINT (12.58235886 55.66858813),
trafiktaelling.887,Amager Boulevard-Ved Stadsgraven,POINT (12.59076505 55.66756975),
trafiktaelling.888,Amager Boulevard_Ørestads Boulevard,POINT (12.58770233 55.66768227),
trafiktaelling.889,Amager Fælledvej_Kaj Munksvej,POINT (12.59264503 55.65870682),
trafiktaelling.890,Amager Fælledvej_Rued Langgaards Vej,POINT (12.59308899 55.66019759),
trafiktaelling.891,Amagerbrogade_Amager Bouluevard,POINT (12.5993321 55.66549023),
trafiktaelling.892,Amagerbrogade_Elbagade,POINT (12.61121481 55.65322151),
trafiktaelling.893,Amagerbrogade_Frankrigsgade,POINT (12.60508344 55.66035868),
trafiktaelling.894,Amagerbrogade_Gerbrandtsvej,POINT (12.61413545 55.64676824),
trafiktaelling.895,Amagerbrogade_Holmbladsgade,POINT (12.60091994 55.66396538),
trafiktaelling.896,Amagerbrogade_Oxford Allé,POINT (12.61283332 55.64961015),
trafiktaelling.897,Amagerbrogade_Vejlands Allé,POINT (12.61552324 55.64378913),
trafiktaelling.898,Amagerbrogade_Wibrandtsvej,POINT (12.61438133 55.64620897),
trafiktaelling.899,Amagerbrogade_Øresundsvej,POINT (12.6078556 55.65808706),
trafiktaelling.900,Bernstorffsgade_Polititorvet,POINT (12.57024002 55.66956611),
trafiktaelling.901,Birkedommervej_Tomsgaardsvej,POINT (12.52609782 55.70911132),
trafiktaelling.902,Bispebjerg Bakke_Tagensvej,POINT (12.53780388 55.71042324),
trafiktaelling.903,Bispebjergvej_Tuborgvej,POINT (12.53839918 55.71671623),
trafiktaelling.904,Blegdamsvej_Trianglen_Østre Allé,POINT (12.5766864 55.69922411),
trafiktaelling.905,Emdrupvej_Lyngbyvej,POINT (12.55683054 55.7186335),
trafiktaelling.906,Frederiksborgvej_Tuborgvej,POINT (12.53206506 55.71187061),
trafiktaelling.907,Frederikssundsvej_Tomsgaardsvej,POINT (12.52159845 55.70600956),
trafiktaelling.908,Kalvebod Brygge_Havneholmen,POINT (12.55787375 55.66145355),
trafiktaelling.909,Kalvebod Brygge_Arni Magnussons Gade,POINT (12.56597003 55.6653452),
trafiktaelling.910,Kalvebod Brygge_Bernstorffs Gade,POINT (12.57213646 55.6682359),
trafiktaelling.911,Lersø Parkallé_Haraldsgade,POINT (12.5563994 55.70778219),
trafiktaelling.912,Nørre Farimagsgade_Ahlefeldtsgade,POINT (12.56621057 55.68311789),
trafiktaelling.913,Nørre Farimagsgade_Frederiksborggade,POINT (12.56826575 55.68497589),
trafiktaelling.914,Nørre Farimagsgade_Vendersgade,POINT (12.56734816 55.68421949),
trafiktaelling.915,Prags Boulevard_Raffinaderivej,POINT (12.62124813 55.66937731),
trafiktaelling.916,Prags Boulevard_Strandlodsvej,POINT (12.61889233 55.66891174),
trafiktaelling.917,Rentemestervej_Tomsgårdsvej,POINT (12.52366486 55.70795107),
trafiktaelling.918,Sjælør Boulevard_Carl Jakobsens Vej,POINT (12.52738528 55.65227779),
trafiktaelling.919,Skelbækgade_Ingerslevsgade_Dybbølsbro,POINT (12.55855055 55.66526879),
trafiktaelling.923,Tagensvej_Hamletsgade,POINT (12.54807392 55.70312103),
trafiktaelling.924,Tagensvej_Rovsingsgade,POINT (12.54532698 55.70477948),
trafiktaelling.925,Tagensvej_Rådmandsgade,POINT (12.55228516 55.70056919),
trafiktaelling.926,Tuborgvej_Emdrupvej,POINT (12.54525552 55.72204816),
trafiktaelling.927,Tuborgvej_Emdrupvej_Strandvejen,POINT (12.57624598 55.72671734),
trafiktaelling.928,Ved Stadsgraven_Amager Fælledvej,POINT (12.59560206 55.66837126),
trafiktaelling.929,Ved Vesterport_Hammerichsgade,POINT (12.56321424 55.67573783),
trafiktaelling.930,Vermlandsgade_Amagerbrogade,POINT (12.59630862 55.66870451),
trafiktaelling.931,Vermlandsgade_Holmbladsgade,POINT (12.61259607 55.66632199),
trafiktaelling.932,Vermlandsgade_Kløvermarksvej,POINT (12.60043791 55.66871052),
trafiktaelling.933,Vermlandsgade_Prags Boulevard,POINT (12.61165064 55.6672622),
trafiktaelling.934,Vermlandsgade_Uplandsgade,POINT (12.60422669 55.66830531),
trafiktaelling.935,Vesterbrogade_Stenosgade,POINT (12.55728316 55.67264115),
trafiktaelling.936,Øster Farimagsgade_Sølvgade_Webersgade,POINT (12.5746337 55.68966555),
trafiktaelling.937,Østerbrogade_Jagtvej,POINT (12.57747997 55.70916066),
trafiktaelling.938,Østerbrogade_Ryesgade,POINT (12.57839543 55.69858205),
trafiktaelling.939,Østerbrogade_Trianglen_Nordre Frihavnsgade,POINT (12.57756789 55.69965135),
trafiktaelling.940,Østerbrogade_Trianglen_Odensegade,POINT (12.57791763 55.6992401),
trafiktaelling.941,Østerbrogade_Øster Søgade_Classensgade,POINT (12.57996381 55.69620288),
trafiktaelling.942,Østerbrogade_Dag Hammerskjölds Allé_Øster Farimags,POINT (12.58022711 55.69580193),
trafiktaelling.943,Ålandsgade_Holmbladsgade,POINT (12.60429016 55.66463101),
trafiktaelling.944,Dronningensgade,POINT (12.59178537 55.67187899),500.0
trafiktaelling.945,Overgaden oven Vandet,POINT (12.59164728 55.67274275),800.0
trafiktaelling.946,A.C. Meyers Vænge,POINT (12.54090652 55.6502211),
trafiktaelling.947,A.C. Meyers Vænge,POINT (12.54403298 55.65305634),
trafiktaelling.948,Amager Strandvej,POINT (12.63382952 55.65992595),
trafiktaelling.949,Baldersgade,POINT (12.54779929 55.70125406),
trafiktaelling.950,Bangsbovej,POINT (12.49849138 55.68873218),
trafiktaelling.951,Bangsbovej,POINT (12.49608542 55.69038636),
trafiktaelling.952,Carl Jacobsens Vej,POINT (12.51833364 55.65346683),
trafiktaelling.953,Clara Pontoppidans Vej,POINT (12.51102682 55.65664838),
trafiktaelling.954,Dybbølsbro,POINT (12.55898331 55.66498816),
trafiktaelling.955,Dybendalsvej,POINT (12.50369851 55.6910119),
trafiktaelling.956,Enghave Plads,POINT (12.54632484 55.667413),
trafiktaelling.957,Englandsvej,POINT (12.60034823 55.63654075),
trafiktaelling.958,Gavlhusvej,POINT (12.4857156 55.72236894),
trafiktaelling.959,Holbergsgade,POINT (12.59075199 55.67888738),
trafiktaelling.960,Ib Schøngers Allé,POINT (12.51145902 55.65610813),
trafiktaelling.961,Irlandsvej,POINT (12.60557528 55.64579552),
trafiktaelling.962,Irlandsvej,POINT (12.60703892 55.64212275),
trafiktaelling.963,Irlandsvej,POINT (12.60399461 55.64973396),
trafiktaelling.964,Istedgade,POINT (12.56051287 55.67142965),
trafiktaelling.965,Istedgade,POINT (12.55056046 55.6683797),
trafiktaelling.966,Istedgade,POINT (12.55211082 55.66882671),
trafiktaelling.967,Katrinedalsvej,POINT (12.49812929 55.69197791),
trafiktaelling.968,Katrinedalsvej,POINT (12.49537173 55.69115015),
trafiktaelling.969,Langhusvej,POINT (12.47941952 55.71914384),
trafiktaelling.970,Lersø Parkallé,POINT (12.55722303 55.70517223),
trafiktaelling.971,Raffinaderivej,POINT (12.61802081 55.67308692),
trafiktaelling.972,Randbølvej,POINT (12.50012271 55.6891317),
trafiktaelling.973,Randbølvej,POINT (12.49836024 55.69090024),
trafiktaelling.974,Randbølvej,POINT (12.49649663 55.69261615),
trafiktaelling.975,Rovsingsgade,POINT (12.54653448 55.70595296),
trafiktaelling.976,Sjællandsbroen,POINT (12.54321726 55.6455486),
trafiktaelling.977,Sndiagade,POINT (12.54099304 55.65248363),
trafiktaelling.978,Smyrnavej,POINT (12.61423733 55.65134697),
trafiktaelling.979,Solvænget,POINT (12.57890841 55.7189449),
trafiktaelling.980,Solvænget,POINT (12.58043235 55.71912413),
trafiktaelling.981,Nørrebrogade,POINT (12.54560924 55.69648373),
trafiktaelling.982,Strandlodsvej,POINT (12.62275381 55.6639107),
trafiktaelling.983,Sydhavnsgade,POINT (12.54186808 55.64729558),
trafiktaelling.984,Teglholmsgade,POINT (12.54321646 55.65351065),
trafiktaelling.985,Toldbodgade,POINT (12.59186648 55.68031582),
trafiktaelling.986,Tom Kristensens Vej,POINT (12.58582349 55.66034288),
trafiktaelling.987,Torveporten,POINT (12.50887961 55.65372856),
trafiktaelling.988,Vanløse Allé,POINT (12.4978757 55.68967398),
trafiktaelling.989,Vanløse Allé,POINT (12.4994575 55.69024407),
trafiktaelling.990,Vanløse Allé,POINT (12.49686313 55.68933717),
trafiktaelling.991,Vejlands Allé,POINT (12.59719129 55.64250664),
trafiktaelling.992,Østerbrogade,POINT (12.57765597 55.71433513),
trafiktaelling.993,Østerled,POINT (12.57864685 55.7181856),
trafiktaelling.994,Østerled,POINT (12.58040881 55.71838054),
trafiktaelling.995,Åbakkevej,POINT (12.50289445 55.69004764),
trafiktaelling.996,Lyshøjgårdsvej,POINT (12.51464938 55.6634072),2500.0
trafiktaelling.997,Lyshøjgårdsvej,POINT (12.51464603 55.66333581),
trafiktaelling.998,Lyshøjgårdsvej,POINT (12.51262646 55.66337647),2400.0
trafiktaelling.999,Lyshøjgårdsvej,POINT (12.51265785 55.66331873),
trafiktaelling.1000,Papirøens bro,POINT (12.59910494 55.67803811),3000.0
trafiktaelling.1001,Strandgade,POINT (12.59780405 55.67778619),3400.0
trafiktaelling.1002,Trangravsvej,POINT (12.59990031 55.67778791),4500.0
trafiktaelling.1003,Trangravsvej,POINT (12.5999028 55.67773113),4500.0
trafiktaelling.1004,Brøndkærvej-Søndre Fasanvej,POINT (12.51721848 55.6675753),
trafiktaelling.1005,Heibergsgade-Herluf Trolles Gade,POINT (12.58836567 55.6793713),
trafiktaelling.1006,Rantzausgade-Grønne Sti,POINT (12.54480416 55.68829019),15200.0
trafiktaelling.1007,Sti ved Nøkkerosevej,POINT (12.5394016 55.72371407),0.0
trafiktaelling.1008,Tordenskjoldsgade,POINT (12.5873167 55.67851327),400.0
trafiktaelling.1009,Wildersgade,POINT (12.59037684 55.67337474),100.0
trafiktaelling.1010,Gothersgade,POINT (12.5744852 55.6842781),
trafiktaelling.1011,Nybrogade,POINT (12.57609683 55.6762619),1400.0
trafiktaelling.1012,Belvederebroen,POINT (12.55315188 55.65596557),1300.0
trafiktaelling.1013,Bernstoffsgade,POINT (12.56496326 55.67390315),
trafiktaelling.1014,Frederiksborggade,POINT (12.56652532 55.68553081),
trafiktaelling.1015,Frederiksholms Kanal,POINT (12.57612274 55.67500433),
trafiktaelling.1016,Frederiksholms Kanal,POINT (12.57811523 55.67336496),
trafiktaelling.1017,Gothersgade,POINT (12.58493193 55.68148031),
trafiktaelling.1018,Sankt Annæ Plads,POINT (12.58937151 55.6822351),1800.0
trafiktaelling.1019,"Torvegade, ved Ravelinen",POINT (12.59524647 55.67027411),
trafiktaelling.1020,Vendersgade,POINT (12.56675851 55.68459146),
trafiktaelling.1021,Bernstoffsgade,POINT (12.56711302 55.67184634),
trafiktaelling.1022,Halmtorvet,POINT (12.55799653 55.6690662),8700.0
trafiktaelling.1023,Valby Langgade,POINT (12.50491111 55.66666325),3100.0
trafiktaelling.1024,Center Boulevard-Arne Jacobsens Allé,POINT (12.57210373 55.63153308),
trafiktaelling.1025,Strandpromenaden,POINT (12.58330998 55.71814975),2700.0
trafiktaelling.1026,Nørregade,POINT (12.57104611 55.68218263),
trafiktaelling.1027,Marmorbroen,POINT (12.57674062 55.67483012),300.0
trafiktaelling.1028,Prinsensbro,POINT (12.57758886 55.67417791),
trafiktaelling.1029,Prinsensbro,POINT (12.57765487 55.67423922),4100.0
trafiktaelling.1030,Tøjhusgade,POINT (12.57865691 55.67460679),3700.0
trafiktaelling.1031,Højbro,POINT (12.57982535 55.6776081),
trafiktaelling.1032,Hannemanns Allé,POINT (12.57729953 55.62635113),400.0
trafiktaelling.1033,Ørestads Boulevard,POINT (12.5778245 55.62558326),1700.0
trafiktaelling.1034,Strandvejen,POINT (12.57727046 55.72137408),6400.0
trafiktaelling.1035,Salingvej-Randbølvej,POINT (12.49590496 55.69352058),
trafiktaelling.1036,Sallingvej-Åbakkevej,POINT (12.49964153 55.69288371),
trafiktaelling.1037,Sallingvej-Morsøvej-Rebildvej-Gyvelvej,POINT (12.50690289 55.69310381),
trafiktaelling.1038,Tøjhusgade,POINT (12.5787914 55.67460228),
trafiktaelling.1039,Linnésgade,POINT (12.56957736 55.68311969),400.0
trafiktaelling.1040,Alfred Nobels Bro,POINT (12.55596711 55.6532557),3100.0
trafiktaelling.1041,Frederikssundsvej,POINT (12.4737732 55.71142923),
trafiktaelling.1042,Istedgade,POINT (12.55219536 55.66892129),
trafiktaelling.1043,Nørrebrogade,POINT (12.54826275 55.69481854),
